accuracy,loss,val_accuracy,val_loss
0.7555636763572693,0.833280086517334,0.8445342779159546,0.45390555262565613
0.9943908452987671,0.039177585393190384,0.8955661058425903,0.35912084579467773
0.996430516242981,0.014866214245557785,0.8736754059791565,0.46489402651786804
0.997559666633606,0.010997897945344448,0.9156441688537598,0.3308059871196747
